state_name,state,year,Population,Employment,Unemployment ,Unemployment rate,Marginally Food Insecure,Food Insecure,Very Low Food Secure,Gross State Product,Number of low income uninsured children,Percent Low Income Unisured Children,Personal income,Workers' compensation,AFDC/TANF Recipients,AFDC/TANF Caseloads,Food Stamp/SNAP Recipients,Food Stamp/SNAP Caseloads,AFDC/TANF Benefit for 2-Person family,AFDC/TANF Benefit for 3-person family,AFDC/TANF benefit for 4-person family,FS/SNAP Benefit for 1-person family,FS/SNAP Benefit for 2-person family,FS/SNAP Benefit for 3-person family,FS/SNAP Benefit for 4-person family,AFDC/TANF_FS 2-Person Benefit,AFDC/TANF_FS 3-Person Benefit,AFDC/TANF_FS 4-Person Benefit,Child-only AFDC/TANF cases,SSI-Federal,SSI-State,Total SSI,SSI_FS Benefit,Number of Poor (thousands),Poverty Rate,Governor is Democrat (1=Yes),Number in Lower House Democrat,Number in Lower House Republican,Fraction of State House that is Democrat,Number in Upper House Democrat,Number in Upper House Republican,Fraction of State Senate that is Democrat,EITC Phase-In Rate No Dependents,EITC Phase-In Rate 1 Dependent,EITC Phase-In Rate 2 Dependents,EITC Phase-In Rate 3 Dependents,EITC Maximum Credit No Dependents,EITC Maximum Credit 1 Dependent,EITC Maximum Credit 2 Dependents,EITC Maximum Credit 3 Dependents,EITC Phase-Out Rate No Dependents,EITC Phase-Out Rate 1 Dependent,EITC Phase-Out Rate 2 Dependents,EITC Phase-Out Rate 3 Dependents,State EITC Rate,Wisconsin EITC Rate 2 Dependents,Wisconsin EITC Rate 3 Dependents,Refundable State EITC (1=Yes),Federal Minimum Wage,State Minimum Wage,SSI recipients,SSI recipients--Aged,SSI recipients--Blind,SSI recipients--Disabled,Medicaid beneficiaries,WIC participation,NSLP Free Participation,NSLP Reduced Participation,NSLP Total Participation,SBP Free Participation,SBP Reduced Participation,SBP Total Participation
IN,15,2008,6424806,3041828,190269,5.9,24.85145,16.05006,6.33066,274593,53,3.2,225759917,41241,78907,31240,623415,267802,230,288,347,162,298,426,542,528,714,889,8868,637,0,637,777,901,14.3,0,51,49,0.51,17,32,0.35,0.0765,0.3400,0.4000,0.4000,438,2917,4824,4824,0.0765,0.1598,0.2106,0.2106,0.060,,,1,6.55,6.55,108094,5619,861,101614,890640,155816,296123,72417,763328,137474,19109,196266
IA,16,2008,3016734,1608695,70598,4.2,24.27095,12.31381,4.36696,135907,26,3.4,117010217,15514,39910,15897,258173,117632,361,426,495,162,298,426,542,659,852,1037,4695,637,22,659,793,285,9.5,1,53,47,0.53,30,20,0.60,0.0765,0.3400,0.4000,0.4000,438,2917,4824,4824,0.0765,0.1598,0.2106,0.2106,0.070,,,1,6.55,7.25,45434,3394,715,41325,386727,72555,114461,33378,392175,47004,7995,81369
KS,17,2008,2808076,1430628,69048,4.6,27.11627,16.39243,4.68730,124215,52,7.0,115633816,20627,31551,12496,187569,85784,352,429,497,162,298,426,542,650,855,1039,3832,637,0,637,777,346,12.7,1,47,78,0.38,10,30,0.25,0.0765,0.3400,0.4000,0.4000,438,2917,4824,4824,0.0765,0.0765,0.2106,0.2106,0.170,,,1,6.55,2.65,41903,3153,337,38413,268866,73238,126310,39811,350683,59370,12160,91977
KY,18,2008,4289878,1900683,130055,6.4,27.27428,15.45026,5.17698,159051,64,6.1,141421812,130711,58652,29144,633194,283752,225,262,328,162,298,426,542,523,688,870,17377,637,0,637,777,724,17.1,1,62,36,0.63,14,22,0.39,0.0765,0.3400,0.4000,0.4000,438,2917,4824,4824,0.0765,0.1598,0.2106,0.2106,0.000,,,0,6.55,6.55,186809,12104,1272,173433,720872,136266,267265,50401,548904,162335,21661,235674
LA,19,2008,4435586,1982381,102454,4.9,22.80675,14.80056,3.11357,217554,100,8.6,167648484,51511,22865,10464,790733,283752,188,240,284,162,298,426,542,486,666,826,7754,637,0,637,777,788,18.2,0,51,49,0.51,23,16,0.59,0.0765,0.3400,0.4000,0.4000,438,2917,4824,4824,0.0765,0.1598,0.2106,0.2106,0.035,,,1,6.55,6.55,165454,15480,1513,148461,1048756,141704,339521,46049,585533,183781,16793,238386
ME,20,2008,1330509,663158,38488,5.5,30.62699,19.00845,8.10997,50149,9,3.2,49226384,21556,24065,10244,173039,86459,363,485,611,162,298,426,542,661,911,1142,2202,637,10,647,784,158,12.0,1,90,59,0.60,18,17,0.51,0.0765,0.3400,0.4000,0.4000,438,2917,4824,4824,0.0765,0.1598,0.2106,0.2106,0.050,,,0,6.55,7.25,33915,2142,217,31556,299404,25784,44492,10118,108496,21133,3214,34324
MD,21,2008,5684965,2874987,126966,4.2,23.53024,14.17700,4.92431,299239,41,2.9,280994770,345891,44565,19371,359985,167174,446,565,684,162,298,426,542,744,991,1193,7970,637,0,637,777,481,8.7,1,104,36,0.74,33,14,0.70,0.0765,0.3400,0.4000,0.4000,438,2917,4824,4824,0.0765,0.1598,0.2106,0.2106,0.250,,,1,6.55,6.55,100726,15157,585,84984,716677,135610,181780,48000,440953,85018,17098,144289
MA,22,2008,6468967,3261408,191060,5.5,16.67686,10.02326,4.09394,385730,20,1.3,338218622,118582,91166,45683,505782,266430,531,633,731,162,298,426,542,829,1039,1226,17179,637,114,751,857,727,11.3,1,139,19,0.88,35,5,0.88,0.0765,0.3400,0.4000,0.4000,438,2917,4824,4824,0.0765,0.1598,0.2106,0.2106,0.150,,,1,6.55,8.00,182455,45825,3651,132979,1321736,123938,210306,38730,557824,99969,9929,133918
MI,23,2008,9946889,4529289,392177,8.0,24.15135,13.18570,4.15285,387299,83,3.3,354545792,72552,172483,66554,1256373,590930,401,489,593,162,298,426,542,699,915,1129,21792,637,14,651,787,1273,13.0,1,58,52,0.53,17,21,0.45,0.0765,0.3400,0.4000,0.4000,438,2917,4824,4824,0.0765,0.1598,0.2106,0.2106,0.100,,,1,6.55,7.40,232581,16309,1593,214679,1652209,238198,429322,81665,901387,187461,19574,251518
MN,24,2008,5247018,2766342,158746,5.4,20.62965,12.83160,4.85800,265086,55,4.3,225518558,103671,52181,23057,293918,140423,437,532,621,162,298,426,542,735,958,1149,10085,637,81,718,834,506,9.9,0,85,48,0.64,45,22,0.67,0.0765,0.3400,0.4000,0.4000,438,2917,4824,4824,0.0765,0.1598,0.2106,0.2106,0.330,,,1,6.55,6.15,80673,10354,722,69597,619895,141440,178219,54894,612159,79152,17900,138060
MS,25,2008,2947806,1220991,85781,6.6,32.28241,20.09616,5.54914,94790,68,8.2,90094129,35885,23026,11268,447181,188498,146,170,194,162,298,426,542,444,596,736,6073,637,0,637,777,525,18.1,0,74,48,0.61,27,25,0.52,0.0765,0.3400,0.4000,0.4000,438,2917,4824,4824,0.0765,0.1598,0.2106,0.2106,0.000,,,0,6.55,6.55,122455,12388,916,109151,608231,109015,263617,38389,404694,155438,14981,192593
MO,26,2008,5923916,2842845,186012,6.1,28.50564,17.83795,6.77747,249829,58,3.9,220897747,101420,86647,35921,888564,314012,234,292,342,162,298,426,542,532,718,884,9129,637,0,637,777,780,13.3,1,71,92,0.44,14,20,0.41,0.0765,0.3400,0.4000,0.4000,438,2917,4824,4824,0.0765,0.1598,0.2106,0.2106,0.000,,,0,6.55,6.65,124449,8509,916,115024,877972,143007,268592,60960,639155,146955,23048,226094
MT,27,2008,976415,483347,25816,5.1,21.80091,15.98351,5.77775,36582,15,6.7,34611922,147245,7782,3122,80407,35494,376,472,568,162,298,426,542,674,898,1110,1336,637,0,637,777,125,12.9,1,49,50,0.49,26,24,0.52,0.0765,0.3400,0.4000,0.4000,438,2917,4824,4824,0.0765,0.1598,0.2106,0.2106,0.000,,,0,6.55,6.55,16033,1074,120,14839,81475,19914,32818,9600,86482,15459,2863,24847
NE,28,2008,1796378,956759,32998,3.3,23.91461,14.69098,5.14193,85458,30,6.4,72300017,10415,15994,6715,120809,52082,293,364,435,162,298,426,542,591,790,977,3306,637,7,644,782,188,10.6,0,,,,,,,0.0765,0.3400,0.4000,0.4000,438,2917,4824,4824,0.0765,0.1598,0.2106,0.2106,0.100,,,1,6.55,6.55,23727,2000,233,21494,207959,44507,77396,25545,239956,32138,6026,54915
NV,29,2008,2653630,1272187,91387,6.7,24.56264,17.06684,4.92887,130043,78,11.0,103001444,36226,18264,7193,144494,67380,318,383,448,162,298,426,542,616,809,990,3262,637,36,673,803,278,10.8,0,27,15,0.64,10,11,0.48,0.0765,0.3400,0.4000,0.4000,438,2917,4824,4824,0.0765,0.1598,0.2106,0.2106,0.000,,,0,6.55,6.85,36679,9375,657,26647,189597,60973,101280,24908,195747,41377,7027,61518
NH,30,2008,1315906,714104,28677,3.9,17.05278,9.57218,4.17400,59709,4,1.2,61011388,18032,9070,4433,63583,31244,556,625,688,162,298,426,542,854,1033,1196,2136,637,61,698,820,91,7.0,1,231,158,0.59,14,10,0.58,0.0765,0.3400,0.4000,0.4000,438,2917,4824,4824,0.0765,0.1598,0.2106,0.2106,0.000,,,0,6.55,6.55,15811,871,156,14784,117316,17905,25622,8498,112861,10229,1764,21068
NJ,31,2008,8711090,4263965,240467,5.3,20.66432,13.43530,4.24264,498828,134,6.3,455850397,362487,79565,33468,437860,210867,322,424,488,162,298,426,542,620,850,1030,10333,637,31,668,799,787,9.2,1,48,32,0.60,23,17,0.58,0.0765,0.3400,0.4000,0.4000,438,2917,4824,4824,0.0765,0.1598,0.2106,0.2106,0.225,,,1,6.55,7.15,159751,34010,897,124844,936492,159064,278807,62454,669759,110102,14979,155224
NM,32,2008,2010662,902411,42137,4.5,33.25980,17.50674,6.31161,84460,57,10.6,67250834,54887,34313,12983,239959,95769,357,447,539,162,298,426,542,655,873,1081,5339,637,0,637,777,381,19.3,1,42,28,0.60,24,18,0.57,0.0765,0.3400,0.4000,0.4000,438,2917,4824,4824,0.0765,0.1598,0.2106,0.2106,0.100,,,1,6.55,6.50,57605,8322,458,48825,474827,67900,135160,23849,217092,87538,12605,124403
NY,33,2008,19212436,9139080,525693,5.4,23.52591,14.75334,5.95021,1126960,195,4.2,927888435,2024615,257575,117034,1952991,1036676,502,691,826,162,298,426,542,800,1079,1292,58416,637,87,724,838,2734,14.2,1,104,42,0.71,29,31,0.48,0.0765,0.3400,0.4000,0.4000,438,2917,4824,4824,0.0765,0.1598,0.2106,0.2106,0.300,,,1,6.55,7.15,658265,134147,2901,521217,4087502,497327,965631,178594,1817651,393913,53881,555570
NC,34,2008,9309449,4281713,278346,6.1,26.55331,15.32966,4.59567,407008,157,6.5,351987808,107088,45322,24124,946978,419127,236,272,297,162,298,426,542,534,698,839,16841,637,0,637,777,1285,13.9,1,68,52,0.57,31,19,0.62,0.0765,0.3400,0.4000,0.4000,438,2917,4824,4824,0.0765,0.1598,0.2106,0.2106,0.035,,,1,6.55,6.55,208409,22315,1702,184392,1394562,260433,491381,99777,965552,259303,35885,365881
ND,35,2008,657569,359333,11692,3.2,16.15367,8.38859,2.98934,32125,8,5.4,27100616,128093,5079,2023,48412,21825,378,477,573,162,298,426,542,676,903,1115,567,637,0,637,777,74,11.8,0,33,61,0.35,21,26,0.45,0.0765,0.3400,0.4000,0.4000,438,2917,4824,4824,0.0765,0.1598,0.2106,0.2106,0.000,,,0,6.55,6.55,8032,853,67,7112,53692,14925,21110,6732,80038,10073,1906,19953
OH,36,2008,11515391,5580843,384323,6.4,31.27502,18.81661,7.35903,491712,120,4.1,422401501,2002366,174554,80796,1150928,526800,336,410,507,162,298,426,542,634,836,1049,43940,637,0,637,777,1557,13.7,1,46,52,0.47,12,21,0.36,0.0765,0.3400,0.4000,0.4000,438,2917,4824,4824,0.0765,0.1598,0.2106,0.2106,0.000,,,0,6.55,7.00,265273,14993,1735,248545,1813798,292937,479927,94449,1105460,236203,26209,337023
OK,37,2008,3668976,1681081,65385,3.7,27.54118,17.26902,7.51948,160607,39,4.1,142149545,315342,18301,8529,419038,176483,225,292,361,162,298,426,542,523,718,903,5570,637,46,683,810,484,13.6,1,44,57,0.44,24,24,0.50,0.0765,0.3400,0.4000,0.4000,438,2917,4824,4824,0.0765,0.1598,0.2106,0.2106,0.050,,,1,6.55,6.55,87829,7059,712,80058,612410,122840,228543,45117,424427,136838,20032,197647
OR,38,2008,3768748,1827352,127769,6.5,27.26036,16.91484,7.77198,179419,70,7.7,140004731,663208,41630,18568,469315,243257,441,514,631,162,298,426,542,739,940,1156,7994,637,2,639,779,403,10.6,1,31,29,0.52,18,11,0.62,0.0765,0.3400,0.4000,0.4000,438,2917,4824,4824,0.0765,0.1598,0.2106,0.2106,0.060,,,1,6.55,7.95,66354,8142,625,57587,396488,108000,158314,33893,308164,88183,14945,138951
PA,39,2008,12612285,6109645,341890,5.3,24.10444,14.47110,4.96529,571948,116,3.9,528853951,492512,125500,52102,1187822,558939,316,403,497,162,298,426,542,614,829,1039,20619,637,27,664,796,1335,11.0,1,102,101,0.50,21,28,0.43,0.0765,0.3400,0.4000,0.4000,438,2917,4824,4824,0.0765,0.1598,0.2106,0.2106,0.000,,,0,6.55,7.15,339697,27029,2048,310620,1815746,251159,435429,99480,1147643,182895,23811,272804
RI,40,2008,1055003,525941,44387,7.8,26.44513,16.33446,5.99748,46954,12,4.9,44285471,14976,19017,8087,84868,41548,449,554,634,162,298,426,542,747,980,1158,2627,637,57,694,817,132,12.7,0,60,13,0.82,33,5,0.87,0.0765,0.3400,0.4000,0.4000,438,2917,4824,4824,0.0765,0.1598,0.2106,0.2106,0.250,,,1,6.55,7.40,31548,3787,171,27590,183037,25823,44772,6725,83915,18749,1807,25236
SC,41,2008,4528996,1996409,145823,6.8,29.09830,17.41888,7.29247,161779,95,8.4,148898634,238989,33545,14933,589763,255702,209,263,318,162,298,426,542,507,689,860,7384,637,0,637,777,624,14.0,1,51,73,0.41,19,27,0.41,0.0765,0.3400,0.4000,0.4000,438,2917,4824,4824,0.0765,0.1598,0.2106,0.2106,0.000,,,0,6.55,6.55,107142,10590,1265,95287,735641,126956,279896,43067,499074,174904,20024,244209
SD,42,2008,799124,432925,13693,3.1,22.15223,13.59707,5.30832,37386,15,7.0,33012790,9984,5825,2848,62945,26189,482,539,595,162,298,426,542,780,965,1131,1993,637,15,652,788,104,13.1,0,20,50,0.29,15,20,0.43,0.0765,0.3400,0.4000,0.4000,438,2917,4824,4824,0.0765,0.1598,0.2106,0.2106,0.000,,,0,6.55,6.55,13083,1531,94,11458,104249,22609,34903,10014,105631,16368,2506,25035
TN,43,2008,6247411,2853746,201039,6.6,28.24439,16.75795,5.86563,249621,70,4.6,220669541,97077,135720,53360,911253,410458,142,185,226,162,298,426,542,440,611,768,17403,637,0,637,777,924,15.0,1,53,46,0.54,16,16,0.50,0.0765,0.3400,0.4000,0.4000,438,2917,4824,4824,0.0765,0.1598,0.2106,0.2106,0.000,,,0,6.55,6.55,165151,14559,1480,149112,1277014,169432,364301,62732,695370,198035,25243,273947
TX,44,2008,24309039,11104115,560275,4.8,33.54350,21.36573,6.88542,1243331,829,11.6,961039866,619790,119340,53536,2532047,994786,211,244,293,162,298,426,542,509,670,835,37265,637,0,637,777,3834,15.9,0,71,77,0.48,11,20,0.35,0.0765,0.3400,0.4000,0.4000,438,2917,4824,4824,0.0765,0.1598,0.2106,0.2106,0.000,,,0,6.55,6.55,566281,107215,6563,452503,3209510,934597,1905980,317469,3172793,1067730,130552,1445375
UT,45,2008,2663029,1322089,49112,3.6,21.11062,10.90763,3.44774,116955,31,3.4,90362956,243443,11502,4736,134180,53715,380,474,555,162,298,426,542,678,900,1097,2651,637,0,637,777,209,7.6,0,20,55,0.27,8,21,0.28,0.0765,0.3400,0.4000,0.4000,438,2917,4824,4824,0.0765,0.1598,0.2106,0.2106,0.000,,,0,6.55,6.55,25443,2392,236,22815,199036,66252,99543,38383,327591,38560,8586,62820
VT,46,2008,624151,338273,16626,4.7,24.96298,16.17015,7.64786,25312,4,3.1,25494389,6505,8327,3581,55847,27642,536,640,726,162,298,426,542,834,1044,1222,1196,637,52,689,814,55,9.0,0,93,49,0.65,23,7,0.77,0.0765,0.3400,0.4000,0.4000,438,2917,4824,4824,0.0765,0.1598,0.2106,0.2106,0.320,,,1,6.55,7.68,14353,1045,76,13232,137308,16702,17985,5443,54819,10841,2182,19716
VA,47,2008,7833496,3970428,163015,3.9,19.01715,10.49056,3.89615,398120,79,4.0,358043492,137176,63735,28771,545079,245592,254,320,382,162,298,426,542,552,746,924,11102,637,0,637,777,799,10.3,1,45,52,0.46,21,19,0.53,0.0765,0.3400,0.4000,0.4000,438,2917,4824,4824,0.0765,0.1598,0.2106,0.2106,0.200,,,0,6.55,6.55,141822,19628,1140,121054,751864,150820,273203,69816,751889,139356,23138,225110
WA,48,2008,6562231,3291309,187268,5.4,26.47991,14.25138,6.03489,351857,67,4.1,293949341,1932255,118550,50505,581001,292515,453,562,661,162,298,426,542,751,988,1177,20537,637,46,683,810,680,10.4,1,63,35,0.64,32,17,0.65,0.0765,0.3400,0.4000,0.4000,438,2917,4824,4824,0.0765,0.1598,0.2106,0.2106,0.000,,,0,6.55,8.07,124974,15411,872,108691,946190,176005,235775,66738,528691,107348,25511,162379
WV,49,2008,1840310,777560,35345,4.3,26.40384,14.85696,4.11526,61928,9,2.1,57551409,26192,19334,8681,276800,124183,301,340,384,162,298,426,542,599,766,926,4566,637,0,637,777,260,14.5,1,72,28,0.72,23,11,0.68,0.0765,0.3400,0.4000,0.4000,430,2917,4824,4824,0.0765,0.1598,0.2106,0.2106,0.000,,,0,6.55,7.25,79688,3566,535,75587,325037,51770,96844,21130,211106,58217,9816,96845
WI,50,2008,5640996,2940438,151358,4.9,23.74106,16.43886,4.76621,245277,56,4.0,219283413,44944,37489,17485,422781,180792,628,628,628,162,298,426,542,907,1035,1154,12240,637,84,721,836,544,9.8,1,47,51,0.48,17,14,0.55,0.0765,0.3400,0.4000,0.4000,438,2917,4824,4824,0.0765,0.1598,0.2106,0.2106,0.040,0.140,0.430,1,6.55,6.50,99014,7643,848,90523,874839,121754,194276,52841,597111,80149,13374,126627
WY,51,2008,546043,284310,8969,3.1,19.37426,9.19336,2.73075,43684,5,3.4,26505381,143286,499,266,22608,9564,320,340,340,162,298,426,542,618,766,882,194,637,25,662,795,54,10.1,1,17,43,0.28,7,23,0.23,0.0765,0.3400,0.4000,0.4000,438,2917,4824,4824,0.0765,0.1598,0.2106,0.2106,0.000,,,0,6.55,5.15,5903,369,37,5497,57177,12617,15880,6767,55081,7172,1910,13722
AL,1,2009,4757938,1924747,238252,11.0,32.86993,20.74336,9.15373,169052,74,6.3,155513766,78949,43226,18442,679138,280625,190,215,245,176,323,463,588,513,678,833,8431,674,0,674,825,770,16.6,0,62,43,0.59,19,13,0.59,0.0765,0.3400,0.4000,0.4500,457,3043,5028,5657,0.0765,0.1598,0.2106,0.2106,0.000,,,0,7.25,7.25,169320,13373,848,155099,832959,140810,313786,51866,579880,162412,17120,212316
AK,2,2009,698895,331792,27855,7.7,28.73193,18.24645,6.31930,49954,11,5.5,32731783,18370,8282,3033,64385,25107,821,923,1025,239,438,627,797,1259,1550,1802,947,674,362,1036,1252,81,11.7,0,18,22,0.45,10,10,0.50,0.0765,0.3400,0.4000,0.4500,457,3043,5028,5657,0.0765,0.1598,0.2106,0.2106,0.000,,,0,7.25,7.25,12006,1977,97,9932,108044,25816,29317,6319,53554,11344,1815,16943
AZ,3,2009,6343154,2817577,310533,9.9,31.87116,20.57002,8.16648,243331,183,10.8,214058229,446739,82085,37860,813987,340852,220,278,335,176,323,463,588,543,741,923,19217,674,0,674,825,1381,21.2,0,24,36,0.40,12,18,0.40,0.0765,0.3400,0.4000,0.4500,457,3043,5028,5657,0.0765,0.1598,0.2106,0.2106,0.000,,,0,7.25,7.25,106130,14024,866,91240,1449529,208873,387679,66558,655498,170030,22004,231674
AR,4,2009,2896843,1252399,106512,7.8,33.77204,21.29439,6.97180,105841,54,7.2,90880167,45334,19211,8463,411153,172602,162,204,247,176,323,463,588,485,667,835,3481,674,0,674,825,538,18.9,1,71,28,0.72,27,8,0.77,0.0765,0.3400,0.4000,0.4500,457,3043,5028,5657,0.0765,0.1598,0.2106,0.2106,0.000,,,0,7.25,6.25,102927,7321,709,94897,658002,94107,202156,38400,351950,115554,15435,155258
CA,5,2009,36961229,16182572,2032568,11.2,29.68175,18.58639,6.20603,1906376,674,6.8,1560649328,2177022,1307832,532907,2670341,1122949,561,694,828,176,323,463,588,884,1126,1346,242526,674,233,907,988,5638,15.3,0,51,29,0.64,25,14,0.64,0.0765,0.3400,0.4000,0.4500,457,3043,5028,5657,0.0765,0.1598,0.2106,0.2106,0.000,,,0,7.25,8.00,1250030,358891,19706,871433,9241389,1439006,2028152,413360,3175063,897904,139920,1172714
CO,6,2009,4972195,2524443,198539,7.3,21.67500,13.46348,4.99046,248177,88,6.8,198082468,379489,22762,9275,319121,138382,364,462,561,176,323,463,588,687,925,1149,4621,674,25,699,842,613,12.3,1,38,27,0.58,21,14,0.60,0.0765,0.3400,0.4000,0.4500,457,3043,5028,5657,0.0765,0.1598,0.2106,0.2106,0.000,,,0,7.25,7.28,61951,9048,491,52412,582313,107930,179801,39840,390868,71716,13436,107139
CT,7,2009,3561807,1740971,150106,7.9,20.53958,11.78142,5.08508,230005,34,4.0,215234464,69887,33024,16722,258165,139408,457,560,659,176,323,463,588,780,1023,1227,7293,674,168,842,942,292,8.4,0,114,36,0.76,24,12,0.67,0.0765,0.3400,0.4000,0.4500,457,3043,5028,5657,0.0765,0.1598,0.2106,0.2106,0.000,,,0,7.25,8.00,56270,6696,432,49142,518881,60148,118152,27041,302997,50941,6308,68912
DE,8,2009,891730,401312,36188,8.3,18.30442,11.17325,3.33420,56090,13,5.8,36843966,16884,12796,4511,90933,40239,270,338,407,176,323,463,588,593,801,995,2577,674,0,674,825,109,12.3,1,24,17,0.59,16,5,0.76,0.0765,0.3400,0.4000,0.4500,457,3043,5028,5657,0.0765,0.1598,0.2106,0.2106,0.200,,,0,7.25,7.25,15299,1284,93,13922,177818,24028,40940,6705,90073,21456,2606,33202
DC,9,2009,592228,304500,31172,9.3,28.34134,17.32004,4.34146,101927,7,6.5,35532577,22892,18555,7956,103311,56592,336,428,523,176,323,463,588,659,891,1111,2181,674,0,674,825,107,17.9,,,,,,,,0.0765,0.3400,0.4000,0.4500,457,3043,5028,5657,0.0765,0.1598,0.2106,0.2106,0.400,,,1,7.25,8.25,23575,1907,126,21542,157213,17473,30204,4053,44579,14322,1767,20431
FL,10,2009,18652644,8148123,946702,10.4,29.74011,17.94678,6.68071,721684,526,12.6,691355724,469199,97568,55090,1952362,1001711,241,303,364,176,323,463,588,564,766,952,38824,674,0,674,825,2676,14.6,0,44,76,0.37,14,26,0.35,0.0765,0.3400,0.4000,0.4500,457,3043,5028,5657,0.0765,0.1598,0.2106,0.2106,0.000,,,0,7.25,7.21,463573,106216,2695,354662,2814080,505671,936849,183086,1560392,440620,60083,610818
GA,11,2009,9620846,4311854,475895,9.9,31.59866,18.50410,5.97668,404045,214,8.2,330586251,138341,38018,21091,1286078,534944,235,280,330,176,323,463,588,558,743,918,18169,674,0,674,825,1775,18.4,0,73,107,0.41,22,34,0.39,0.0765,0.3400,0.4000,0.4500,457,3043,5028,5657,0.0765,0.1598,0.2106,0.2106,0.000,,,0,7.25,7.25,220238,24939,1913,193386,1709357,499213,695828,125714,1290996,407689,53232,564627
HI,12,2009,1346717,586522,45168,7.2,25.30350,16.48862,5.95280,65084,6,1.8,55852773,27232,21556,7882,114599,57857,506,636,766,314,575,824,1046,1081,1460,1812,1714,674,0,674,988,156,12.5,0,45,6,0.88,23,2,0.92,0.0765,0.3400,0.4000,0.4500,457,3043,5028,5657,0.0765,0.1598,0.2106,0.2106,0.000,,,0,7.25,7.25,24266,6151,176,17939,228124,36320,38278,13613,103807,18240,4687,35946
ID,13,2009,1554439,690722,66409,8.8,18.30499,10.17846,3.78321,54063,32,7.2,48865949,153108,2378,1592,136243,54459,309,309,309,176,323,463,588,632,772,897,1431,674,53,727,862,209,13.7,0,18,52,0.26,7,28,0.20,0.0765,0.3400,0.4000,0.4500,457,3043,5028,5657,0.0765,0.1598,0.2106,0.2106,0.000,,,0,7.25,7.25,26048,1862,197,23989,212691,46175,71714,23586,170003,43601,9161,70830
IL,14,2009,12796778,5943229,675429,10.2,24.79486,14.63507,3.94599,636975,216,6.5,524590671,123316,52412,19611,1462421,677147,318,432,474,176,323,463,588,641,895,1062,15082,674,0,674,825,1690,13.2,1,70,48,0.59,37,22,0.63,0.0765,0.3400,0.4000,0.4500,457,3043,5028,5657,0.0765,0.1598,0.2106,0.2106,0.050,,,1,7.25,8.00,269392,30588,2340,236464,2599739,309870,648523,94144,1148891,237260,19645,293385
IN,15,2009,6459325,2864985,329004,10.3,21.70625,16.08901,5.30185,262428,97,5.6,220157359,42441,103175,39989,706695,301195,230,288,347,176,323,463,588,553,751,935,9307,674,0,674,825,1023,16.1,0,52,48,0.52,17,33,0.34,0.0765,0.3400,0.4000,0.4500,457,3043,5028,5657,0.0765,0.1598,0.2106,0.2106,0.090,,,1,7.25,7.25,112791,5599,853,106339,1045345,170137,325209,77177,788167,151627,20737,210886
IA,16,2009,3032870,1579248,108163,6.4,25.10201,13.45453,4.51612,136511,32,4.2,113322375,14683,40712,16155,295106,135558,361,426,495,176,323,463,588,684,889,1083,5393,674,22,696,840,319,10.7,1,56,44,0.56,32,18,0.64,0.0765,0.3400,0.4000,0.4500,457,3043,5028,5657,0.0765,0.1598,0.2106,0.2106,0.070,,,1,7.25,7.25,46609,3313,708,42588,451242,75645,119373,35371,394391,49896,8754,84554
KS,17,2009,2832704,1413873,104334,6.9,29.67233,18.28313,5.12901,120769,43,5.6,111052352,20077,33384,13122,219265,99698,352,429,497,176,323,463,588,675,892,1085,3881,674,0,674,825,374,13.7,1,49,76,0.39,9,31,0.23,0.0765,0.3400,0.4000,0.4500,457,3043,5028,5657,0.0765,0.1598,0.2106,0.2106,0.170,,,1,7.25,2.65,44045,3125,343,40577,302726,76989,136773,39424,356495,64432,12080,96299
KY,18,2009,4317074,1847126,213036,10.3,27.40971,16.42797,6.56072,156149,54,5.0,139458607,161648,59604,29473,701757,315885,225,262,328,176,323,463,588,548,725,916,17404,674,0,674,825,727,17.0,1,65,35,0.65,15,21,0.42,0.0765,0.3400,0.4000,0.4500,457,3043,5028,5657,0.0765,0.1598,0.2106,0.2106,0.000,,,0,7.25,7.25,189482,11486,1261,176735,821964,141768,288711,52959,570755,169124,21680,238782
LA,19,2009,4491648,1923884,140884,6.8,20.93411,11.43253,4.39856,209860,73,6.0,162974620,52626,22497,10201,723738,303287,188,240,284,176,323,463,588,511,703,872,7482,674,0,674,825,636,14.3,0,51,50,0.50,22,15,0.59,0.0765,0.3400,0.4000,0.4500,457,3043,5028,5657,0.0765,0.1598,0.2106,0.2106,0.035,,,1,7.25,7.25,169690,14710,1466,153514,1129726,148747,343001,47951,586936,188201,17528,243815
ME,20,2009,1329590,639954,56265,8.1,26.83731,17.55728,7.19529,50318,5,1.8,49130870,22516,24884,10609,201248,99557,363,485,611,176,323,463,588,686,948,1194,2707,674,10,684,832,148,11.4,1,95,55,0.63,20,15,0.57,0.0765,0.3400,0.4000,0.4500,457,3043,5028,5657,0.0765,0.1598,0.2106,0.2106,0.050,,,1,7.25,7.50,34559,2048,215,32296,328008,26663,47611,9900,107734,23621,4062,37150
MD,21,2009,5730388,2820245,212455,7.0,24.93672,12.97103,5.70523,304414,64,4.5,279900870,323130,53284,22425,454196,212260,453,574,695,176,323,463,588,776,1037,1252,8160,674,0,674,825,543,9.6,1,104,36,0.74,33,14,0.70,0.0765,0.3400,0.4000,0.4500,457,3043,5028,5657,0.0765,0.1598,0.2106,0.2106,0.250,,,1,7.25,7.25,102930,14986,572,87372,842010,146411,195711,46981,432643,95556,17343,154317
